"","J12_GZP5_plus","J2_WT2_minus","J28_WT_minus_B","J29_WT_plus_A","J3_WT3_minus","J31_GZP_plus_A","J32_GZP_plus_B","J4_GZP1_minus","J5_GZP2_minus","J6_GZP3_minus","J8_WT4_plus","J9_WT5_plus"
"1617.00_00415",1340,2291,1269,1397,1584,1802,1156,2025,1519,1859,1020,991
"1617.00_00416",437,254,115,240,247,181,122,339,197,267,480,515
"1617.00_00417",364,209,148,237,251,222,140,351,213,284,331,368
"1617.00_00418",41,57,36,39,48,53,36,56,32,48,29,30
"1617.00_00419",690,583,380,579,635,531,342,745,443,571,726,652
"1617.00_00421",1029,1131,784,931,1333,1094,731,1445,906,1186,968,813
"1617.00_00422",13,10,17,45,22,37,23,50,22,31,35,23
"1617.00_00423",241,208,97,126,110,245,170,191,147,196,119,143
"1617.00_00424",35,39,19,41,64,22,20,38,22,24,44,42
"1617.00_00425",57,89,44,52,126,40,19,63,25,40,73,78
"1617.00_00426",35,1169,228,44,908,50,34,75,50,57,45,28
"1617.00_00427",270,324,182,174,310,238,154,303,197,291,196,174
"1617.00_00428",417,558,257,303,430,388,258,478,349,486,288,343
"1617.00_00429",2314,2358,1095,2630,1984,1141,853,2466,1488,2282,3618,3424
"1617.00_00430",566,792,659,543,872,744,556,858,566,817,578,501
"1617.00_00432",33,26,34,45,51,33,20,53,36,37,60,65
"1617.00_00433",84,23,46,69,59,43,36,90,34,68,113,121
"1617.00_00434",213,102,69,110,139,92,78,179,98,122,232,264
"1617.00_00435",26,1,7,12,13,15,9,12,11,12,32,24
"1617.00_00436",57,12,15,31,20,20,14,49,18,29,66,78
"1617.00_00437",196,68,109,241,156,180,127,231,133,166,265,275
"1617.00_00438",813,248,471,1189,877,605,492,955,596,813,1643,1293
"1617.00_00439",536,313,318,386,438,429,309,596,385,522,524,527
"1617.00_00440",332,155,146,298,240,215,153,281,191,246,446,435
"1617.00_00441",1875,1395,1606,3347,2484,2550,1553,2558,1821,2175,2471,2281
"1617.00_00442",549,1046,893,1846,1269,1346,848,1557,882,1236,1141,1024
"1617.00_00443",117,196,119,127,178,155,130,163,123,148,114,108
"1617.00_00444",94,48,40,78,61,72,55,75,62,72,103,117
"1617.00_00445",28,23,11,21,17,20,16,25,12,17,46,61
"1617.00_00446",85,29,36,43,42,56,43,70,39,63,151,154
"1617.00_00447",49,12,15,28,30,24,24,47,19,30,78,84
"1617.00_00448",82,34,43,59,78,57,51,80,36,64,175,160
"1617.00_00449",273,201,105,170,180,115,102,251,138,190,483,589
"1617.00_00450",184,144,62,105,93,70,47,149,70,116,259,293
"1617.00_00451",167,73,28,72,70,57,48,91,55,69,276,290
"1617.00_00452",55,36,15,48,36,29,27,44,40,39,98,100
"1617.00_00453",98,24,34,47,48,38,60,88,31,53,126,176
"1617.00_00454",93,48,49,64,80,44,70,96,46,60,152,196
"1617.00_00455",137,47,48,83,85,76,85,120,61,76,213,281
"1617.00_00456",257,136,113,184,185,134,133,256,110,139,469,454
"1617.00_00457",96,43,47,99,113,104,104,155,78,97,205,186
"1617.00_00458",67,52,33,64,65,72,82,79,41,52,60,68
"1617.00_00459",18,18,13,16,21,19,15,21,20,17,19,15
"1617.00_00460",82,91,34,89,75,68,33,86,56,54,94,107
"1617.00_00461",137,101,80,135,143,101,63,180,82,100,170,180
"1617.00_00462",42,14,27,28,12,47,31,26,16,25,30,29
"1617.00_00463",129,29,80,94,53,159,123,117,58,90,76,84
"1617.00_00464",115,56,84,140,126,125,119,188,109,148,155,162
"1617.00_00465",4107,2383,1244,2217,2188,1524,1231,3134,1824,2586,4264,4452
"1617.00_00466",247,180,120,179,192,151,122,258,136,209,381,405
"1617.00_00467",293,334,133,242,260,157,127,307,201,229,437,484
"1617.00_00468",847,562,278,451,546,346,289,756,413,521,1380,1482
"1617.00_00469",32904,47819,22009,39189,34376,29381,22423,47112,28754,35272,52037,49595
"1617.00_00470",355,213,223,329,355,285,334,470,237,264,646,657
"1617.00_00471",252,216,105,151,166,143,112,213,116,163,395,352
"1617.00_00472",1188,969,453,805,866,730,508,1100,578,944,1232,1129
"1617.00_00473",166,69,43,105,73,66,56,106,62,82,175,168
"1617.00_00474",32,14,22,33,32,31,34,65,25,26,81,80
"1617.00_00475",74,35,28,71,50,53,47,67,40,39,86,87
"1617.00_00476",1094,794,462,731,742,725,557,974,616,881,925,853
"1617.00_00477",257,176,184,196,288,251,182,409,244,290,173,193
"1617.00_00478",887,829,561,748,864,744,491,1118,728,882,843,844
"1617.00_00479",648,329,265,398,431,397,267,609,343,519,611,667
"1617.00_00480",211,140,143,170,247,206,146,276,188,220,216,219
"1617.00_00481",688,52,415,623,660,705,504,912,611,659,585,540
"1617.00_00482",67,14,45,59,59,65,54,91,79,96,97,72
"1617.00_00483",33,26,51,82,74,92,65,98,42,68,63,43
"1617.00_00484",58,37,22,15,38,43,31,50,28,48,51,37
"1617.00_00485",5,6,6,6,9,4,4,8,7,10,7,5
"1617.00_00486",5096,7572,3627,4041,5218,5057,3310,6040,4131,5562,3970,3832
"1617.00_00487",1574,1836,1134,1312,1642,1643,1081,1902,1359,1985,1254,1230
"1617.00_00488",450,266,187,287,266,232,202,362,224,292,429,475
"1617.00_00489",82,43,39,75,55,48,40,81,43,76,107,115
"1617.00_00490",98,192,119,154,184,169,93,160,116,152,127,90
"1617.00_00491",388,1432,480,305,764,476,358,630,378,591,280,254
"1617.00_00492",64,89,106,142,130,136,110,147,85,110,124,95
"1617.00_00493",271,410,162,210,235,221,196,353,237,263,221,205
"1617.00_00494",341,493,249,146,503,236,155,533,332,445,203,170
"1617.00_00495",157,87,59,82,95,79,65,120,87,115,123,145
"1617.00_00496",36,25,16,28,31,28,22,45,23,37,27,25
"1617.00_00497",60,57,55,62,64,56,42,99,43,69,70,70
"1617.00_00498",627,421,296,780,476,409,331,535,346,458,872,943
"1617.00_00499",782,412,259,667,491,361,315,615,336,544,1088,1177
"1617.00_00500",265,510,397,463,622,384,256,607,389,497,413,321
"1617.00_00501",846,728,370,516,679,585,451,933,637,924,708,674
"1617.00_00502",898,696,350,520,618,517,376,987,579,812,787,809
"1617.00_00503",375,271,151,336,235,245,214,341,234,267,531,521
"1617.00_00504",280,217,129,230,177,178,156,256,163,179,372,436
"1617.00_00505",705,308,216,390,284,259,232,478,222,295,1047,1113
"1617.00_00506",452,428,173,367,297,251,181,460,275,311,742,720
"1617.00_00507",770,775,436,750,524,569,447,807,456,536,1251,1226
"1617.00_00508",489,319,193,340,291,335,291,423,261,296,811,866
"1617.00_00509",175,85,73,116,92,115,116,152,73,123,274,316
"1617.00_00510",227,99,82,132,93,132,106,164,98,116,353,352
"1617.00_00511",353,263,135,212,162,161,118,275,162,220,492,532
"1617.00_00512",373,199,145,240,223,179,163,346,166,232,610,592
"1617.00_00513",107,51,63,117,99,80,72,117,67,78,184,157
"1617.00_00514",152,67,74,91,123,104,102,122,83,97,207,232
"1617.00_00515",28,10,20,36,28,29,25,40,21,33,31,44
"1617.00_00516",910,589,421,667,755,573,423,997,581,784,908,954
"1617.00_00517",90,48,22,70,60,36,40,69,42,72,85,103
"1617.00_00518",916,599,430,700,697,855,567,841,514,768,851,982
"1617.00_00519",15,16,10,12,20,22,10,19,12,20,14,4
"1617.00_00520",42,22,18,27,30,27,23,52,29,33,46,32
"1617.00_00521",303,140,98,141,194,149,114,274,166,234,382,365
"1617.00_00522",370,193,120,205,217,172,118,314,207,282,454,352
"1617.00_00523",290,208,363,595,506,446,291,672,329,514,559,441
"1617.00_00524",38,17,10,25,23,14,12,38,20,22,42,56
"1617.00_00525",39,15,17,25,26,15,15,29,21,28,52,43
"1617.00_00526",856,285,252,353,424,357,282,628,340,532,1004,1194
"1617.00_00527",233,69,102,116,139,110,69,185,108,144,263,255
"1617.00_00528",687,421,224,392,428,330,272,578,333,442,777,720
"1617.00_00529",243,45,60,116,132,99,83,195,89,151,283,246
"1617.00_00530",15,16,10,12,18,16,12,12,13,16,15,9
"1617.00_00531",129,54,49,78,85,81,59,111,73,84,132,145
"1617.00_00532",149,63,67,87,81,95,71,115,67,99,178,179
"1617.00_00533",124,32,27,55,47,59,41,90,41,66,98,121
"1617.00_00534",389,133,104,158,188,201,136,274,194,250,309,276
"1617.00_00535",1183,476,310,460,599,517,390,757,506,675,752,797
"1617.00_00536",1016,412,296,431,579,517,355,782,459,669,660,772
"1617.00_00537",325,205,149,232,256,217,150,344,193,266,329,343
"1617.00_00538",2177,1046,633,1027,1154,868,722,1544,981,1265,2255,2529
"1617.00_00539",281,211,136,230,259,237,137,308,198,263,344,314
"1617.00_00540",141,139,100,155,140,127,67,155,110,149,163,144
"1617.00_00541",1073,1021,543,954,1002,756,611,1206,683,1070,1265,1263
"1617.00_00542",98,53,37,62,62,77,38,93,43,57,90,111
"1617.00_00543",97,38,47,68,72,55,52,115,29,63,123,139
"1617.00_00544",186,40,39,14,71,72,51,104,74,106,25,25
"1617.00_00545",167,183,75,113,133,122,86,161,74,151,118,90
"1617.00_00546",2022,1201,1129,1756,1904,1487,1136,2454,1467,2117,1931,1712
"1617.00_00547",1,1,1,1,0,4,1,1,4,2,4,1
"1617.00_00548",192,94,54,69,83,90,63,105,61,94,148,158
"1617.00_00549",1673,1699,1274,1095,1726,1744,1245,2019,1336,1652,962,994
"1617.00_00550",83,111,79,91,86,104,74,129,80,101,65,66
"1617.00_00551",232,175,106,191,177,168,109,238,139,179,312,291
"1617.00_00552",96,69,54,83,85,68,39,103,45,85,129,141
"1617.00_00553",186,102,77,139,105,105,74,137,83,134,213,200
"1617.00_00554",64,93,31,67,48,46,32,60,22,47,60,65
"1617.00_00555",110,66,26,60,65,48,27,55,45,56,117,156
"1617.00_00556",144,46,39,86,99,67,59,109,67,84,168,197
"1617.00_00557",171,258,104,143,168,122,75,180,115,158,184,202
"1617.00_00558",198,159,101,230,184,144,115,216,137,210,225,245
"1617.00_00559",360,343,293,556,424,408,289,452,319,378,486,412
"1617.00_00560",2380,2224,1584,4824,2373,2555,1635,3014,1940,2457,4310,4051
"1617.00_00561",148,64,58,85,83,52,41,114,63,83,144,156
"1617.00_00562",579,269,255,426,379,349,296,564,328,457,634,633
"1617.00_00563",369,280,280,409,406,483,255,528,270,416,419,376
"1617.00_00564",1189,952,840,1327,1318,1149,782,1542,944,1307,1286,1170
"1617.00_00565",1764,829,476,792,974,644,575,1268,763,1116,1534,1537
"1617.00_00566",3172,1535,973,1487,1600,1451,1037,2423,1390,2155,3079,2994
"1617.00_00567",1314,548,627,938,968,982,699,1106,714,1006,1224,1252
"1617.00_00568",66,22,18,29,35,27,27,47,27,54,56,79
"1617.00_00569",719,680,406,653,786,531,408,888,537,645,690,661
"1617.00_00570",667,903,550,810,868,864,628,1028,769,1048,571,526
"1617.00_00571",672,574,781,992,1059,1232,839,1249,754,1178,814,731
"1617.00_00572",35707,46789,25983,32386,35077,40352,28093,42620,31731,42485,27222,23438
"1617.00_00573",371,190,141,169,230,233,186,292,200,321,254,245
"1617.00_00574",11,13,4,4,9,6,4,11,10,18,11,12
"1617.00_00575",23,8,22,22,32,30,23,35,34,22,12,12
"1617.00_00576",133,75,62,108,132,110,86,139,90,156,132,148
"1617.00_00577",1931,970,1082,1487,1579,1435,1102,2057,1115,1788,2075,2129
"1617.00_00578",1906,1041,742,1233,1209,992,803,1502,852,1499,1923,1893
"1617.00_00579",2707,1889,1233,1905,1886,1595,1242,2452,1444,2211,2740,2732
"1617.00_00580",81,90,74,99,110,109,64,155,70,107,87,83
"1617.00_00581",212,80,88,122,128,132,103,187,96,141,193,210
"1617.00_00582",309,229,157,185,185,274,194,247,112,178,195,178
"1617.00_00583",1992,664,626,1208,1133,995,784,1691,954,1299,2022,2143
"1617.00_00584",55,30,46,73,57,66,31,86,34,52,89,104
"1617.00_00585",131,41,22,56,63,57,42,89,42,86,135,142
"1617.00_00586",210,142,180,258,269,251,210,333,245,292,230,251
"1617.00_00587",1427,5113,2495,3041,3100,2319,1470,3317,2225,2669,1795,1554
"1617.00_00588",339,381,235,292,340,244,181,413,292,350,299,298
"1617.00_00589",144,57,50,82,103,89,87,133,68,101,156,166
"1617.00_00590",143,82,52,72,111,94,66,123,62,91,101,127
"1617.00_00591",177,67,70,125,131,106,97,146,96,148,222,238
"1617.00_00592",848,574,540,904,838,738,511,912,500,739,1034,850
"1617.00_00593",193,84,83,156,137,136,94,210,123,184,205,258
"1617.00_00594",349,158,81,159,157,114,96,219,142,199,264,264
"1617.00_00595",436,162,93,118,145,112,104,277,180,213,264,269
"1617.00_00596",283,121,88,147,144,161,114,196,124,176,187,180
"1617.00_00597",36,16,6,11,14,14,13,22,27,19,37,43
"1617.00_00598",86,34,35,46,54,52,51,72,42,63,80,77
"1617.00_00599",384,305,221,285,379,326,223,499,307,409,290,260
"1617.00_00600",302,5,1,343,4,260,145,52,29,48,431,416
"1617.00_00601",136,1,9,289,6,238,134,48,25,37,259,206
"1617.00_00602",1754,3498,2462,3733,3387,3348,2066,4026,2487,3235,2515,2181
"1617.00_00603",898,778,379,470,579,535,400,802,584,822,708,733
"1617.00_00604",82,54,37,52,64,54,58,78,42,49,68,75
"1617.00_00605",63,109,54,79,98,47,44,115,59,72,57,54
"1617.00_00606",22,14,14,31,30,23,18,33,21,19,29,24
"1617.00_00607",22,15,17,33,20,17,11,23,15,25,29,24
"1617.00_00608",45,8,8,11,11,18,12,15,20,20,37,29
"1617.00_00609",433,37,79,200,119,297,223,230,142,179,307,306
"1617.00_00610",2259,271,192,939,342,1887,1315,897,610,925,1066,1093
"1617.00_00611",134,187,87,128,130,108,83,129,106,159,126,92
"1617.00_00612",2585,2026,1456,2299,2628,2241,1533,3134,1713,2771,2557,2402
"1617.00_00613",4217,3189,2312,3154,3423,3227,2095,4149,2511,3745,4306,4181
"1617.00_00614",1099,673,429,552,765,531,391,996,617,798,1046,1030
"1617.00_00615",229,84,65,99,117,82,67,121,81,124,192,213
"1617.00_00616",963,618,308,450,574,399,273,814,489,623,992,974
"1617.00_00617",28071,16210,7478,14669,14917,10006,7281,22906,13374,18365,30470,29673
"1617.00_00618",1440,907,743,975,1149,1085,685,1513,905,1264,1118,1054
"1617.00_00619",941,673,479,530,834,709,483,964,699,868,714,665
"1617.00_00620",24,31,17,27,35,25,8,35,16,27,23,28
"1617.00_00621",18,15,9,11,13,10,8,20,13,12,17,11
"1617.00_00622",19,21,12,11,15,9,5,14,8,19,12,14
"1617.00_00623",34,31,9,8,21,26,15,21,18,28,27,22
"1617.00_00624",33,28,12,7,20,13,10,22,17,24,32,22
"1617.00_00625",66,44,34,22,37,35,29,60,34,59,50,55
"1617.00_00626",253,555,245,276,327,301,232,376,286,298,194,174
"1617.00_00627",30,60,41,33,52,62,35,49,41,60,36,31
"1617.00_00628",205,137,124,228,215,158,121,252,143,192,227,229
"1617.00_00629",380,258,177,243,275,253,170,379,209,270,402,395
"1617.00_00630",535,275,222,329,354,318,259,460,278,415,544,538
"1617.00_00631",174,35,41,59,96,84,60,102,56,90,139,181
"1617.00_00632",251,104,101,134,145,173,114,242,120,158,243,247
"1617.00_00633",284,105,111,112,153,166,123,217,128,166,259,259
"1617.00_00634",699,457,243,437,477,378,276,616,351,580,664,668
"1617.00_00635",42,21,37,54,35,61,23,65,28,41,49,59
"1617.00_00636",19,8,7,13,23,12,14,24,13,14,18,24
"1617.00_00637",50,26,23,36,44,26,24,40,23,30,60,52
"1617.00_00638",143,75,64,79,86,93,81,126,64,90,130,132
"1617.00_00639",44,29,17,49,44,41,25,56,29,35,49,38
"1617.00_00640",34,12,31,40,40,47,42,52,14,34,47,40
"1617.00_00641",50,27,44,45,43,50,55,70,37,54,63,70
"1617.00_00642",24,4,27,32,28,36,22,35,27,25,39,40
"1617.00_00643",87,20,44,52,40,52,46,55,43,49,59,74
"1617.00_00644",80,28,41,50,31,86,49,58,38,45,52,42
"1617.00_00645",43,29,30,26,13,44,42,42,24,25,29,29
"1617.00_00646",268,89,87,126,141,100,89,175,109,136,285,294
"1617.00_00647",1067,638,502,1128,707,725,619,944,531,722,1313,1482
"1617.00_00648",629,187,193,486,274,279,277,402,240,293,667,780
"1617.00_00649",514,103,188,471,319,320,307,396,206,316,640,811
"1617.00_00650",709,134,221,616,294,376,353,480,274,389,829,915
"1617.00_00651",657,195,289,863,365,396,356,509,292,495,762,866
"1617.00_00652",629,628,302,504,519,351,317,558,357,473,531,559
"1617.00_00653",91,82,64,65,77,78,69,104,68,81,100,102
"1617.00_00654",72,31,32,52,47,44,36,59,37,46,71,67
"1617.00_00655",667,471,249,455,449,298,266,577,366,516,727,683
"1617.00_00656",4193,7423,4301,5125,6269,5902,4083,7253,4390,5724,3489,3325
"1617.00_00657",225,408,299,324,390,412,309,479,318,431,288,256
"1617.00_00658",222,342,178,167,226,212,181,291,158,248,174,169
"1617.00_00659",59,75,44,43,85,57,60,84,61,72,63,49
"1617.00_00660",160,264,119,138,210,174,111,236,143,224,138,134
"1617.00_00661",68,44,31,48,46,40,21,65,36,48,73,77
"1617.00_00662",73,27,22,26,50,29,22,42,33,40,63,71
"1617.00_00663",1892,788,681,1504,1166,958,676,1362,796,1192,2446,2576
"1617.00_00664",91,45,53,74,86,59,43,112,53,99,80,74
"1617.00_00665",19,31,14,28,23,29,20,25,28,32,19,18
"1617.00_00666",424,318,300,502,496,308,281,641,357,536,637,631
"1617.00_00667",14,17,7,18,14,14,19,30,20,27,20,29
"1617.00_00668",293,297,149,181,262,182,145,362,210,248,262,271
"1617.00_00669",423,375,319,505,482,447,292,491,306,453,546,473
"1617.00_00670",1322,706,592,929,973,712,546,1133,722,1039,1405,1424
"1617.00_00671",1291,1415,645,1034,945,774,554,1150,803,1047,1312,1193
"1617.00_00672",244,80,95,168,138,122,93,185,101,183,248,275
"1617.00_00673",120,84,65,77,78,65,44,143,84,132,132,167
"1617.00_00674",19,27,12,27,24,16,18,37,16,24,22,20
"1617.00_00675",970,3187,1250,2245,1789,1340,881,1727,1165,1734,1617,1582
"1617.00_00676",497,733,443,547,658,636,390,768,464,650,476,435
"1617.00_00677",9,11,3,24,7,8,3,14,9,13,7,8
"1617.00_00678",2,8,5,9,5,6,4,7,6,11,13,14
"1617.00_00679",4,10,6,6,5,2,2,4,4,4,5,4
"1617.00_00680",6,4,6,4,6,5,7,6,5,4,2,2
"1617.00_00681",4,7,2,0,0,3,3,4,4,3,3,3
"1617.00_00683",4,1,2,6,0,3,1,2,1,1,6,5
"1617.00_00684",3,5,1,3,8,4,3,8,5,3,5,10
"1617.00_00685",2,1,0,0,1,0,1,1,0,1,1,3
"1617.00_00686",61,75,40,46,55,50,28,72,56,68,66,50
"1617.00_00687",1,3,1,7,5,5,1,10,3,2,6,5
"1617.00_00688",2233,2994,2489,4565,3623,3753,2469,3899,2703,3892,2779,2668
"1617.00_00689",1796,1855,1407,2205,2132,2173,1449,2286,1736,2136,1548,1666
"1617.00_00690",992,1271,576,704,1002,787,518,1218,815,1110,724,643
"1617.00_00691",5,3,0,3,1,2,0,4,0,2,1,2
"1617.00_00692",8,9,6,8,8,6,4,8,5,9,10,6
"1617.00_00693",13,24,17,8,10,16,13,18,14,15,10,10
"1617.00_00694",4,1,1,2,1,2,3,3,1,2,0,3
"1617.00_00695",1031,1506,999,1356,1524,1364,928,1556,1096,1359,1016,1005
"1617.00_00696",208,216,132,136,220,137,104,257,129,184,156,153
"1617.00_00697",1,2,1,5,1,3,1,3,1,2,2,6
"1617.00_00701",74,64,74,85,108,96,54,123,68,101,51,67
"1617.00_00702",865,1720,781,1087,1254,973,677,1437,996,1279,819,838
"1617.00_00703",2479,4853,2756,2872,3911,3293,2333,3936,2731,3929,1797,1700
"1617.00_00704",1036,2837,1994,4220,2333,2549,1538,2362,1618,2291,1640,1573
"1617.00_00705",0,1,3,3,1,2,3,4,3,2,0,0
"1617.00_00706",13,18,16,9,22,14,7,13,8,21,5,15
"1617.00_00707",0,3,3,1,3,1,4,0,0,4,0,1
"1617.00_00708",239,707,476,594,587,713,509,634,364,426,248,216
"1617.00_00710",5,1,1,2,4,2,3,5,1,4,5,4
"1617.00_00711",10,4,4,6,5,5,3,10,6,2,5,9
"1617.00_00712",5,2,2,4,4,2,4,2,1,3,6,3
"1617.00_00715",3,1,0,1,1,4,6,5,1,1,3,3
"1617.00_00717",3,0,1,1,1,1,1,0,1,1,0,1
"1617.00_00718",3,1,1,2,0,2,0,1,3,2,4,3
"1617.00_00719",2,1,1,2,1,0,1,1,0,1,0,2
"1617.00_00720",3,1,0,1,2,3,1,2,1,2,5,0
"1617.00_00721",4,1,1,2,1,1,1,1,2,1,2,1
"1617.00_00722",7,2,0,4,2,3,6,6,2,1,8,4
"1617.00_00723",15,6,7,5,13,10,8,15,10,13,8,12
"1617.00_00724",1,0,1,0,1,0,2,0,0,1,0,4
"1617.00_00725",1,5,2,4,3,2,2,2,4,3,4,5
"1617.00_00727",4,0,0,2,2,3,0,1,1,0,0,0
"1617.00_00728",96,78,70,107,113,96,60,123,86,99,93,83
"1617.00_00729",4,5,1,0,0,1,0,4,2,4,1,2
"1617.00_00730",115390,132151,213236,171676,190496,244499,140541,248418,148691,135313,116167,126679
"1617.00_00731",37,22,10,22,15,15,19,49,20,37,31,18
"1617.00_00732",81663,21876,196711,173808,177621,234155,148965,240413,125470,138978,106350,114693
"1617.00_00733",472,948,576,572,751,678,482,850,560,702,405,406
"1617.00_00734",37,52,43,31,50,43,27,53,47,77,39,25
"1617.00_00735",71,35,31,44,66,40,36,74,36,67,45,28
"1617.00_00736",284,341,275,248,363,307,209,377,259,334,230,174
"1617.00_00737",13,5,12,9,5,9,3,7,9,11,8,12
"1617.00_00738",5,1,2,4,4,2,0,2,1,3,5,2
"1617.00_00739",247,180,154,302,263,226,168,361,201,214,270,285
"1617.00_00740",1,2,2,5,2,3,1,7,3,4,2,2
"1617.00_00741",2,1,1,1,2,8,0,3,0,2,0,2
"1617.00_00742",55,72,67,48,73,89,87,85,63,51,30,22
"1617.00_00743",67,24,18,29,38,38,22,38,36,49,55,44
"1617.00_00744",977,758,346,493,661,465,385,953,556,800,1119,1120
"1617.00_00745",2627,892,680,830,1366,935,785,2158,1220,1741,2428,2558
"1617.00_00746",337,145,104,154,175,130,127,256,145,211,328,408
"1617.00_00747",199,43,89,107,151,110,95,157,116,163,172,192
"1617.00_00748",13,4,7,7,14,11,9,21,13,12,19,20
"1617.00_00749",2684,1119,774,1077,1375,1028,892,1991,973,1517,2732,3017
"1617.00_00750",1463,519,325,391,564,415,377,785,516,692,1258,1488
"1617.00_00751",175,139,134,152,157,144,127,191,120,165,223,191
"1617.00_00752",497,377,271,425,424,344,238,592,320,406,501,466
"1617.00_00753",913,300,292,399,538,395,330,769,426,627,1054,1063
"1617.00_00754",303,57,63,94,131,96,94,166,112,142,255,307
"1617.00_00755",262,178,175,318,225,244,147,311,201,277,346,310
"1617.00_00756",310,168,122,140,189,159,134,258,139,182,276,319
"1617.00_00757",518,302,203,371,308,336,234,456,269,358,593,600
"1617.00_00758",746,633,467,707,709,628,469,968,527,768,850,876
"1617.00_00759",612,408,346,538,584,514,343,699,410,558,722,628
"1617.00_00760",60,40,23,33,45,42,25,51,36,58,62,66
"1617.00_00761",11,5,11,7,19,9,16,15,8,11,10,10
"1617.00_00762",14,11,11,8,21,13,10,22,11,12,13,21
"1617.00_00763",71,53,54,50,73,71,37,82,53,75,83,67
"1617.00_00764",823,816,1082,1854,1468,1525,1087,1721,1135,1333,1138,980
"1617.00_00765",50,59,50,93,62,94,57,82,57,86,64,63
"1617.00_00766",546,371,283,350,425,380,266,615,344,451,533,494
"1617.00_00767",6819,4302,2275,4524,4461,2990,2493,6727,3522,5300,8505,8125
"1617.00_00768",341,132,125,217,189,202,142,284,190,237,311,367
"1617.00_00769",590,421,280,490,448,341,267,563,323,435,749,749
"1617.00_00770",683,578,438,699,783,580,434,1030,582,802,987,925
"1617.00_00771",336,151,108,185,180,190,126,284,170,213,268,299
"1617.00_00772",8198,5045,3130,4469,5713,4096,3270,8274,5147,7040,8027,7628
"1617.00_00773",5655,2895,2473,3393,4557,3130,2693,6334,3647,5248,6335,6196
"1617.00_00774",1364,456,502,925,886,610,540,1337,751,1037,1790,1779
"1617.00_00775",440,158,127,274,300,210,200,425,215,348,589,629
"1617.00_00776",9,6,5,10,9,10,4,5,9,11,3,6
"1617.00_00777",200,93,63,82,131,98,79,172,91,120,195,210
"1617.00_00778",123,63,60,92,70,86,59,118,60,88,123,128
"1617.00_00779",63,29,30,57,65,46,42,69,44,62,74,73
"1617.00_00780",17,7,25,25,21,28,20,26,21,29,23,17
"1617.00_00781",22,12,8,19,28,15,16,40,14,22,31,32
"1617.00_00782",113,58,47,74,62,57,46,89,44,66,78,62
"1617.00_00783",27,12,19,49,19,21,14,33,17,28,43,38
"1617.00_00784",35,5,12,14,25,20,14,29,13,17,40,46
"1617.00_00785",91,25,31,34,49,48,41,67,37,51,57,86
"1617.00_00786",23,16,11,15,22,18,11,24,18,20,30,27
"1617.00_00787",1232,802,426,816,702,801,477,1146,660,953,1089,1127
"1617.00_00788",179,105,79,106,139,121,99,191,86,153,134,154
"1617.00_00789",96,39,38,81,65,60,46,92,48,83,97,90
"1617.00_00790",5512,4237,2378,5030,4896,3580,2407,5923,3450,5192,6799,6308
"1617.00_00791",198,197,96,223,179,113,93,220,113,168,292,231
"1617.00_00792",884,302,232,494,405,332,245,640,365,546,1002,1050
"1617.00_00793",584,166,161,298,308,219,175,459,274,375,710,718
"1617.00_00794",1783,3273,1656,3096,2379,1937,1175,2798,1765,2181,2994,2633
"1617.00_00795",1945,1685,997,1797,1605,1142,826,1811,1180,1452,2308,2235
