"","J12_GZP5_plus","J2_WT2_minus","J28_WT_minus_B","J29_WT_plus_A","J3_WT3_minus","J31_GZP_plus_A","J32_GZP_plus_B","J4_GZP1_minus","J5_GZP2_minus","J6_GZP3_minus","J8_WT4_plus","J9_WT5_plus"
"1617.00_00244",48.43,57.29,105.96,98.92,97.41,87.02,108.44,82.88,84.51,78.19,61.24,52.11
"1617.00_00245",37.08,37,47.76,45.34,38.77,41.9,31.81,43.27,31.84,42.65,33.2,32.29
"1617.00_00246",31.02,34.61,49.25,38.13,43.5,34.38,36.15,40.34,41.64,41.76,30.99,34.5
"1617.00_00247",3.03,1.19,2.98,3.09,7.57,4.3,2.89,4.4,6.12,2.67,3.69,5.14
"1617.00_00248",60.54,64.45,62.68,102.02,55.8,69.83,65.06,56.47,45.32,53.31,86.32,98.35
"1617.00_00249",189.17,198.12,238.78,279.25,241.16,214.86,199.53,199.49,214.34,180.37,271.51,240.74
"1617.00_00250",274.68,236.31,585.01,1004.7,487.99,531.77,474.23,403.38,362.54,392.72,520.89,517.45
"1617.00_00251",158.91,93.09,82.08,126.75,95.52,90.24,111.33,146.69,124.93,124.39,192.57,169.55
"1617.00_00252",777.89,621.8,452.19,433.82,492.72,475.9,474.23,539.8,497.27,517.11,673.62,700.95
"1617.00_00253",248.2,214.83,249.23,255.55,201.44,193.37,219.77,222.96,182.5,236.34,253.07,257.63
"1617.00_00254",211.88,187.38,205.95,276.16,184.42,172.96,189.4,193.62,182.5,179.48,283.32,255.42
"1617.00_00255",40.86,16.71,35.82,44.31,41.61,41.9,65.06,47.67,37.97,27.54,47.22,55.05
"1617.00_00256",41.62,25.06,29.85,39.16,32.15,35.45,43.38,33.74,19.6,31.99,27.3,34.5
"1617.00_00257",24.21,3.58,20.89,26.79,17.97,22.56,33.25,18.34,26.95,20.44,19.92,24.96
"1617.00_00258",21.19,7.16,40.29,38.13,21.75,39.75,24.58,33,17.15,31.1,36.89,34.5
"1617.00_00259",557.69,852.14,783.5,1248.92,910.73,700.43,720.03,856.64,852.46,835.19,998.25,980.59
"1617.00_00260",289.06,395.04,319.37,256.58,285.61,329.8,306.52,319.77,293.95,289.65,250.12,262.03
"1617.00_00261",165.72,116.96,110.44,120.56,105.92,81.65,108.44,132.75,131.05,123.5,129.85,133.58
"1617.00_00262",693.89,910.62,634.26,564.69,645.93,653.16,689.66,692.35,767.95,749.01,460.39,494.7
"1617.00_00263",31.02,112.19,205.95,272.04,131.46,235.27,173.5,133.48,134.73,125.28,89.27,75.6
"1617.00_00264",14.38,13.13,20.89,19.58,14.19,11.82,11.57,11,11.02,18.66,7.38,11.01
"1617.00_00265",4.54,8.35,11.94,4.12,4.73,3.22,4.34,6.6,2.45,4.44,9.59,4.4
"1617.00_00266",21.19,21.48,35.82,36.07,29.32,35.45,26.03,31.54,22.05,29.32,29.51,28.63
"1617.00_00267",6.81,8.35,14.92,11.34,17.02,17.19,10.12,13.2,11.02,15.1,16.23,16.15
"1617.00_00268",185.39,1500.2,323.85,138.08,266.69,196.59,133.02,236.16,347.84,226.57,69.35,89.55
"1617.00_00269",627.3,2887.02,879.01,429.7,869.12,611.26,429.41,721.69,1028.84,816.53,323.16,391.21
"1617.00_00270",6.05,31.03,11.94,17.52,8.51,21.49,10.12,7.33,13.47,15.1,5.9,5.14
"1617.00_00271",87.78,70.42,120.88,144.26,116.32,138.58,104.1,101.21,121.26,105.73,98.13,110.1
"1617.00_00272",21.19,20.29,17.91,24.73,17.97,15.04,14.46,20.54,12.25,15.99,24.35,30.09
"1617.00_00273",48.43,89.51,46.26,59.77,52.01,42.97,46.27,51.34,50.22,40.87,42.79,49.91
"1617.00_00274",873.23,638.51,468.61,426.61,558.92,374.92,400.5,647.62,571.98,599.74,1039.57,1013.62
"1617.00_00275",440.4,258.98,271.61,285.44,249.67,323.36,297.84,295.57,308.65,267.44,433.09,476.35
"1617.00_00276",332.19,743.54,810.36,1069.62,880.47,814.3,721.47,748.09,787.55,754.34,602.79,529.93
"1617.00_00277",36.32,189.76,91.03,89.65,77.55,73.05,62.17,69.68,77.16,74.63,38.37,52.11
"1617.00_00278",4.54,13.13,1.49,6.18,6.62,6.45,4.34,4.4,8.57,7.11,8.12,8.07
"1617.00_00279",18.16,32.22,22.39,26.79,23.64,30.08,21.69,19.8,42.87,31.99,16.97,18.35
"1617.00_00280",11.35,33.42,11.94,13.4,21.75,13.97,18.8,11,18.37,17.77,5.9,10.28
"1617.00_00281",173.28,199.31,123.87,189.6,178.74,147.18,124.34,184.82,162.9,168.82,196.26,182.03
"1617.00_00282",15.13,33.42,26.86,19.58,30.26,21.49,20.24,38.87,25.72,28.43,17.71,22.75
"1617.00_00283",41.62,74,35.82,37.1,48.23,59.09,40.48,52.07,46.54,50.64,19.18,30.83
"1617.00_00284",27.24,33.42,31.34,23.7,27.43,25.78,20.24,25.67,20.82,22.21,25.82,18.35
"1617.00_00285",12.86,7.16,5.97,5.15,7.57,2.15,4.34,3.67,8.57,6.22,5.9,8.81
"1617.00_00286",11.35,7.16,10.45,6.18,10.4,13.97,8.68,7.33,8.57,8,11.07,10.28
"1617.00_00287",75.67,68.03,83.57,99.95,86.06,65.53,72.29,80.68,88.19,79.97,75.99,64.59
"1617.00_00288",10.59,4.77,5.97,7.21,7.57,5.37,5.78,6.6,9.8,9.77,8.12,4.4
"1617.00_00289",9.08,5.97,14.92,10.3,5.67,7.52,10.12,8.8,12.25,10.66,4.43,11.74
"1617.00_00290",19.67,17.9,25.37,26.79,38.77,21.49,21.69,20.54,31.84,29.32,22.87,20.55
"1617.00_00291",1947.75,1152.9,1004.37,1221.1,1147.17,979.74,994.74,1224.09,1243.18,1290.99,1921.98,1913.47
"1617.00_00292",14.38,14.32,7.46,12.37,6.62,15.04,5.78,12.47,9.8,12.44,19.18,13.95
"1617.00_00293",19.67,20.29,13.43,10.3,11.35,10.74,17.35,9.53,9.8,7.11,23.61,14.68
"1617.00_00294",8.32,10.74,4.48,1.03,2.84,5.37,2.89,4.4,2.45,0.89,2.95,3.67
"1617.00_00295",3.78,4.77,0,1.03,0,2.15,7.23,2.93,0,0.89,4.43,0
"1617.00_00296",17.4,11.93,22.39,19.58,17.02,19.34,13.01,24.2,28.17,19.55,18.45,19.08
"1617.00_00297",10.59,15.52,10.45,11.34,10.4,16.11,11.57,17.6,17.15,11.55,1.48,6.61
"1617.00_00298",136.21,162.31,167.15,169,198.6,166.51,177.84,197.29,176.37,178.59,137.23,121.84
"1617.00_00299",391.21,352.08,304.44,404.97,312.09,268.57,250.13,342.51,338.05,331.41,392.51,393.41
"1617.00_00300",22.7,256.6,111.93,82.44,81.33,85.94,75.18,63.81,67.36,60.42,38.37,25.69
"1617.00_00301",182.36,69.22,94.02,100.99,89.84,90.24,89.64,103.41,101.66,97.74,243.48,250.29
"1617.00_00302",699.19,2391.72,1832.64,2471.05,1865.92,1586.71,1372.1,1529.19,1485.69,1452.7,1381.91,1115.64
"1617.00_00303",94.59,138.44,94.02,111.29,107.81,97.76,101.21,94.61,99.21,106.62,113.62,121.11
"1617.00_00304",23.46,23.87,25.37,20.61,17.02,22.56,17.35,20.54,14.7,31.99,24.35,33.03
"1617.00_00305",19.67,11.93,22.39,31.94,26.48,23.63,14.46,28.6,31.84,26.66,27.3,25.69
"1617.00_00306",43.13,35.8,58.2,46.37,52.96,63.38,47.71,49.87,44.09,48.87,42.05,55.05
"1617.00_00307",49.19,42.97,43.28,75.22,66.2,45.12,59.28,52.07,46.54,53.31,60.5,80
"1617.00_00308",32.54,32.22,43.28,49.46,39.72,36.53,41.93,34.47,30.62,31.1,46.48,52.85
"1617.00_00309",4.54,3.58,2.98,5.15,6.62,1.07,2.89,5.13,1.22,3.55,4.43,2.2
"1617.00_00310",5.3,9.55,7.46,10.3,4.73,5.37,8.68,3.67,7.35,8.89,7.38,9.54
"1617.00_00311",26.48,27.45,38.8,38.13,33.1,25.78,36.15,21.27,36.74,27.54,25.09,27.16
"1617.00_00312",42.38,26.26,46.26,32.97,37.83,37.6,47.71,51.34,44.09,46.2,58.29,63.86
"1617.00_00313",43.89,27.45,32.83,37.1,39.72,38.67,41.93,42.54,30.62,37.32,44.27,55.78
"1617.00_00314",484.29,538.26,547.7,829.52,574.06,512.43,556.65,610.21,578.11,554.42,726.74,698.01
"1617.00_00315",208.09,204.08,108.94,159.72,173.07,170.81,140.25,178.96,194.74,166.15,271.51,230.47
"1617.00_00316",131.67,63.25,144.76,120.56,152.26,136.43,166.27,145.22,135.95,123.5,163.79,164.41
"1617.00_00317",388.94,569.29,450.7,417.34,399.1,474.83,448.21,431.99,410.31,421.15,384.4,397.08
"1617.00_00318",112.75,76.38,94.02,73.16,95.52,100.98,83.86,88.01,102.88,93.29,123.95,111.56
"1617.00_00319",0.76,0,1.49,1.03,0.95,1.07,4.34,0.73,0,1.78,0.74,0.73
"1617.00_00321",4.54,4.77,0,2.06,0.95,1.07,4.34,7.33,4.9,1.78,2.95,4.4
"1617.00_00322",0.76,7.16,4.48,1.03,2.84,2.15,5.78,1.47,0,3.55,2.21,1.47
"1617.00_00324",4.54,2.39,5.97,8.24,12.29,15.04,13.01,11,9.8,8,5.16,5.87
"1617.00_00325",3.78,8.35,19.4,24.73,6.62,18.26,14.46,16.87,14.7,16.88,8.12,10.28
"1617.00_00326",2.27,1.19,5.97,4.12,3.78,9.67,2.89,3.67,3.67,2.67,1.48,2.94
"1617.00_00328",1.51,1.19,4.48,2.06,3.78,1.07,8.68,3.67,3.67,0.89,2.21,0.73
"1617.00_00331",2.27,2.39,5.97,2.06,3.78,3.22,1.45,2.93,0,1.78,1.48,1.47
"1617.00_00332",1.51,0,5.97,4.12,3.78,3.22,1.45,5.87,0,3.55,4.43,3.67
"1617.00_00333",3.03,1.19,1.49,0,1.89,5.37,2.89,3.67,0,0.89,1.48,1.47
"1617.00_00334",2.27,2.39,1.49,1.03,1.89,2.15,1.45,1.47,0,1.78,3.69,2.2
"1617.00_00335",1.51,0,4.48,3.09,2.84,7.52,0,0.73,2.45,0,2.95,2.94
"1617.00_00336",5.3,3.58,1.49,4.12,0.95,3.22,2.89,3.67,2.45,1.78,1.48,2.2
"1617.00_00337",2.27,0,1.49,8.24,2.84,2.15,1.45,3.67,1.22,2.67,4.43,5.87
"1617.00_00338",17.4,33.42,29.85,28.85,21.75,27.93,15.9,23.47,20.82,23.1,16.97,16.15
"1617.00_00339",1558.05,1685.19,1802.79,2114.51,1813.9,1794.04,1630.9,1828.43,1929.07,1867.63,1696.95,1783.56
"1617.00_00340",2166.43,3746.32,2510.18,2083.59,2467.4,2376.3,2415.99,2475.31,2574.54,2783.67,1660.8,1608.14
"1617.00_00341",1623.88,2673.38,1408.8,1129.39,1491.41,1440.6,1463.19,1466.85,1556.73,1743.24,1044.73,1020.96
"1617.00_00342",2365.44,4365.73,3099.66,2527.72,2996.06,3231.42,3251.68,2636.67,2883.19,3179.94,1620.22,1618.42
"1617.00_00343",2039.31,4244,2860.88,2819.34,2753.95,3374.3,2942.28,2393.17,2915.03,2880.52,1539.06,1536.94
"1617.00_00344",4695.32,9796.04,6209.78,6331.15,5597.75,6799.1,5332.24,4902.22,6518.41,6267.48,2990.32,3773.37
"1617.00_00345",7316.53,20375.01,14382.02,11797.75,11884.93,15199.94,13070.36,10683.82,12799.21,12768.64,6027.13,5981.9
"1617.00_00346",3934.08,11259.25,7388.75,6139.49,6175.59,8184.91,7104.84,5450.82,6873.6,6621.99,3184.37,3081.23
"1617.00_00347",3243.97,10477.52,4944.24,3966.24,4368.31,5179.09,3921.11,3801.35,4987.4,4645.08,1675.56,2353.86
"1617.00_00348",3246.24,8787.56,4923.35,4087.84,4103.5,5471.29,4223.29,3673.73,4807.36,4486.04,1845.25,2318.63
"1617.00_00349",3318.89,6985.41,4423.4,3806.52,3835.86,4711.78,3287.83,3258.61,4846.55,4192.83,1561.93,2290.74
"1617.00_00350",3575.41,8452.19,5351.66,4556.7,4743.76,5991.24,4872.47,4199.6,5566.74,5467.83,2168.41,2780.3
"1617.00_00351",2148.27,4610.39,2884.76,2586.46,2729.36,3314.14,2802.03,2338.16,3162.44,3031.56,1373.06,1515.66
"1617.00_00352",5330.19,13074.52,7517.1,6905.12,6549.15,8252.59,7073.03,6074.24,7007.11,7220.84,3877.9,3978.15
"1617.00_00353",1475.56,1029.97,1244.64,928.45,1331.58,1170.96,1434.27,1304.77,1451.39,1490.02,965.05,1103.17
"1617.00_00354",4112.66,5387.35,3926.44,4287.75,4161.19,3665.43,3976.05,4327.21,4232.92,4581.11,4102.93,3944.38
"1617.00_00355",503.96,1240.02,813.34,740.9,794.41,720.84,757.62,682.82,837.77,867.18,468.51,418.37
"1617.00_00356",5082.75,7903.19,6247.08,5390.34,6236.11,7037.59,6812.78,5928.28,6520.86,7040.48,3757.64,3669.14
"1617.00_00357",102.15,118.15,71.63,46.37,81.33,61.23,76.63,75.54,91.86,70.19,90.75,93.21
"1617.00_00358",65.08,29.84,19.4,22.67,33.1,25.78,30.36,28.6,18.37,26.66,49.43,51.38
"1617.00_00359",44.65,20.29,23.88,19.58,22.7,21.49,33.25,28.6,20.82,28.43,48.7,37.43
"1617.00_00360",33.29,19.1,14.92,15.46,18.91,30.08,14.46,13.94,14.7,18.66,33.2,35.96
"1617.00_00361",105.94,66.83,67.16,58.74,54.85,76.27,52.05,70.41,60.02,56.86,105.51,93.95
"1617.00_00362",34.81,13.13,35.82,17.52,15.13,19.34,15.9,22,20.82,27.54,32.46,44.77
"1617.00_00363",57.51,9.55,31.34,15.46,13.24,20.41,20.24,27.87,29.4,21.32,51.65,51.38
"1617.00_00364",56,41.77,32.83,27.82,35.94,29.01,28.92,37.4,40.42,31.1,56.07,50.64
"1617.00_00365",140.75,130.09,105.96,127.78,120.11,118.17,117.11,123.95,139.63,106.62,143.87,124.04
"1617.00_00366",125.61,118.15,76.11,64.92,69.04,82.72,73.74,88.74,88.19,72.86,87.8,85.14
"1617.00_00367",443.43,338.95,347.72,447.22,390.58,372.77,322.42,341.04,353.97,414.93,489.16,468.28
"1617.00_00368",146.8,130.09,188.04,281.32,168.34,194.44,180.73,165.02,166.57,185.7,213.96,197.44
"1617.00_00369",1094.94,2049.2,1841.59,1163.39,1772.29,1415.9,1486.32,1845.3,1728.2,1862.3,1021.86,920.41
"1617.00_00370",140.75,158.73,161.18,239.07,145.64,154.7,122.9,156.22,128.6,134.16,180.02,161.47
"1617.00_00371",72.64,161.12,153.71,230.82,143.75,128.91,148.92,164.29,123.71,153.71,99.6,89.55
"1617.00_00372",286.79,193.34,120.88,147.36,168.34,162.22,106.99,165.75,172.7,168.82,253.8,259.83
"1617.00_00373",24.97,31.03,34.32,41.22,24.59,25.78,23.13,27.87,36.74,30.21,33.94,30.83
"1617.00_00374",551.63,1163.64,740.22,1037.67,728.21,566.14,670.87,602.88,619.75,698.36,777.65,755.26
"1617.00_00375",316.3,393.85,337.28,491.53,362.21,348.07,357.12,340.31,328.25,433.59,410.96,339.83
"1617.00_00376",1240.99,3555.36,2456.45,2099.05,2267.85,2215.16,2067.55,1906.91,2256.09,1949.37,1097.85,1062.8
"1617.00_00377",11.35,8.35,14.92,12.37,10.4,7.52,4.34,13.2,13.47,15.1,16.23,16.15
"1617.00_00378",7.57,7.16,4.48,8.24,3.78,6.45,8.68,7.33,4.9,10.66,11.07,9.54
"1617.00_00379",12.86,13.13,5.97,9.27,10.4,13.97,10.12,12.47,11.02,11.55,10.33,17.62
"1617.00_00380",15.13,23.87,23.88,16.49,20.81,15.04,11.57,17.6,14.7,21.32,30.25,21.29
"1617.00_00381",20.43,8.35,23.88,13.4,15.13,18.26,15.9,17.6,15.92,13.33,19.18,15.41
"1617.00_00382",17.4,25.06,14.92,17.52,15.13,7.52,4.34,13.2,17.15,7.11,27.3,19.82
"1617.00_00383",10.59,4.77,4.48,4.12,1.89,7.52,2.89,5.87,3.67,6.22,5.16,5.87
"1617.00_00384",1.51,1.19,0,2.06,0.95,1.07,0,0.73,0,3.55,1.48,0.73
"1617.00_00385",6.81,4.77,2.98,7.21,8.51,4.3,2.89,5.87,4.9,4.44,5.16,4.4
"1617.00_00386",3.03,5.97,2.98,6.18,1.89,3.22,2.89,5.87,2.45,1.78,7.38,4.4
"1617.00_00387",10.59,4.77,1.49,0,2.84,3.22,5.78,2.93,6.12,2.67,5.9,1.47
"1617.00_00388",3.03,7.16,2.98,0,3.78,3.22,1.45,5.13,3.67,4.44,2.21,3.67
"1617.00_00389",0.76,1.19,4.48,0,0,1.07,1.45,2.2,1.22,0.89,0,1.47
"1617.00_00390",22.7,35.8,14.92,15.46,16.08,20.41,14.46,9.53,15.92,20.44,13.28,8.07
"1617.00_00391",13.62,9.55,1.49,1.03,3.78,4.3,0,8.8,2.45,1.78,2.21,1.47
"1617.00_00392",14.38,11.93,7.46,7.21,7.57,6.45,10.12,5.87,8.57,7.11,2.95,2.2
"1617.00_00393",22.7,15.52,8.95,10.3,11.35,9.67,2.89,10.27,8.57,21.32,7.38,7.34
"1617.00_00394",15.89,3.58,4.48,1.03,6.62,4.3,8.68,0.73,1.22,5.33,5.9,1.47
"1617.00_00395",1.51,5.97,2.98,1.03,4.73,1.07,4.34,0.73,1.22,2.67,0,0
"1617.00_00396",15.89,23.87,37.31,25.76,23.64,20.41,15.9,22,29.4,24.88,10.33,12.48
"1617.00_00397",52.21,149.18,94.02,46.37,87.01,81.65,63.62,51.34,69.81,63.97,28.04,22.02
"1617.00_00398",22.7,33.42,34.32,14.43,25.53,23.63,18.8,20.54,15.92,26.66,22.13,16.15
"1617.00_00399",43.13,46.55,49.25,46.37,53.91,52.64,37.59,39.61,36.74,49.76,43.53,37.43
"1617.00_00400",38.59,39.38,49.25,40.19,31.21,46.19,34.7,38.87,30.62,28.43,26.56,38.9
"1617.00_00401",70.37,56.09,62.68,57.71,57.69,63.38,62.17,63.07,80.84,71.97,59.02,72.66
"1617.00_00402",488.83,595.54,608.89,735.75,572.16,580.11,500.26,489.93,476.45,574.86,571.06,531.4
"1617.00_00403",199.01,182.6,368.62,327.69,297.9,513.5,516.16,395.32,425.01,362.51,216.18,157.8
"1617.00_00404",36.32,58.48,35.82,51.52,43.5,39.75,33.25,43.27,34.29,42.65,60.5,57.25
"1617.00_00405",185.39,137.25,279.07,389.51,223.19,294.35,240.01,225.16,238.84,215.02,171.91,185.7
"1617.00_00407",118.8,90.7,105.96,173.12,115.38,142.88,173.5,118.82,107.78,119.06,118.79,125.51
"1617.00_00409",10.59,5.97,7.46,10.3,9.46,9.67,7.23,8.8,3.67,4.44,8.12,8.81
"1617.00_00410",10.59,7.16,7.46,8.24,10.4,18.26,14.46,10.27,14.7,7.11,9.59,11.01
"1617.00_00412",5.3,2.39,8.95,8.24,6.62,7.52,10.12,6.6,4.9,8.89,4.43,5.14
"1617.00_00413",466.88,991.78,1174.5,1817.73,975.04,1226.82,1061.24,851.51,925.95,908.94,768.79,740.58
"1617.00_00414",185.39,694.6,431.3,544.08,350.86,405,348.45,272.1,330.7,366.06,242.74,257.63
"1617.00_00415",1013.98,2734.25,1893.82,1439.55,1498.03,1935.85,1671.39,1485.19,1860.48,1651.72,752.56,727.37
"1617.00_00416",330.68,303.14,171.62,247.31,233.59,194.44,176.39,248.63,241.29,237.23,354.15,378
"1617.00_00417",275.44,249.44,220.87,244.22,237.38,238.49,202.42,257.43,260.88,252.33,244.21,270.1
"1617.00_00418",31.02,68.03,53.73,40.19,45.39,56.94,52.05,41.07,39.19,42.65,21.4,22.02
"1617.00_00419",522.12,695.8,567.1,596.64,600.54,570.44,494.48,546.4,542.59,507.33,535.65,478.55
"1617.00_00421",778.64,1349.82,1170.02,959.36,1260.65,1175.26,1056.91,1059.8,1109.67,1053.76,714.2,596.72
"1617.00_00422",9.84,11.93,25.37,46.37,20.81,39.75,33.25,36.67,26.95,27.54,25.82,16.88
"1617.00_00423",182.36,248.24,144.76,129.84,104.03,263.2,245.79,140.08,180.05,174.15,87.8,104.96
"1617.00_00424",26.48,46.55,28.36,42.25,60.53,23.63,28.92,27.87,26.95,21.32,32.46,30.83
"1617.00_00425",43.13,106.22,65.66,53.58,119.16,42.97,27.47,46.21,30.62,35.54,53.86,57.25
"1617.00_00426",26.48,1395.17,340.26,45.34,858.72,53.71,49.16,55.01,61.24,50.64,33.2,20.55
"1617.00_00427",204.31,386.69,271.61,179.3,293.17,255.68,222.66,222.23,241.29,258.55,144.61,127.71
"1617.00_00428",315.54,665.96,383.54,312.23,406.66,416.82,373.03,350.58,427.46,431.81,212.49,251.75
"1617.00_00429",1751,2814.21,1634.15,2710.11,1876.32,1225.75,1233.3,1808.63,1822.51,2027.56,2669.38,2513.13
"1617.00_00430",428.29,945.23,983.48,559.54,824.67,799.26,803.88,629.28,693.24,725.9,426.45,367.72
"1617.00_00432",24.97,31.03,50.74,46.37,48.23,35.45,28.92,38.87,44.09,32.87,44.27,47.71
"1617.00_00433",63.56,27.45,68.65,71.1,55.8,46.19,52.05,66.01,41.64,60.42,83.37,88.81
"1617.00_00434",161.18,121.73,102.97,113.35,131.46,98.83,112.78,131.28,120.03,108.4,171.17,193.77
"1617.00_00435",19.67,1.19,10.45,12.37,12.29,16.11,13.01,8.8,13.47,10.66,23.61,17.62
"1617.00_00436",43.13,14.32,22.39,31.94,18.91,21.49,20.24,35.94,22.05,25.77,48.7,57.25
"1617.00_00437",148.31,81.16,162.67,248.34,147.53,193.37,183.62,169.42,162.9,147.49,195.52,201.84
"1617.00_00438",615.2,295.98,702.91,1225.22,829.4,649.94,711.35,700.42,729.98,722.35,1212.21,949.03
"1617.00_00439",405.59,373.56,474.58,397.76,414.23,460.86,446.76,437.12,471.55,463.8,386.61,386.81
"1617.00_00440",251.22,184.99,217.89,307.08,226.97,230.97,221.21,206.09,233.94,218.57,329.06,319.28
"1617.00_00441",1418.81,1664.9,2396.76,3448.95,2349.18,2739.41,2245.38,1876.1,2230.37,1932.49,1823.12,1674.2
"1617.00_00442",415.43,1248.38,1332.69,1902.23,1200.13,1445.98,1226.07,1141.94,1080.28,1098.19,841.84,751.59
"1617.00_00443",88.53,233.92,177.59,130.87,168.34,166.51,187.96,119.55,150.65,131.5,84.11,79.27
"1617.00_00444",71.13,57.29,59.7,80.38,57.69,77.35,79.52,55.01,75.94,63.97,75.99,85.88
"1617.00_00445",21.19,27.45,16.42,21.64,16.08,21.49,23.13,18.34,14.7,15.1,33.94,44.77
"1617.00_00446",64.32,34.61,53.73,44.31,39.72,60.16,62.17,51.34,47.77,55.98,111.41,113.03
"1617.00_00447",37.08,14.32,22.39,28.85,28.37,25.78,34.7,34.47,23.27,26.66,57.55,61.65
"1617.00_00448",62.05,40.58,64.17,60.8,73.77,61.23,73.74,58.67,44.09,56.86,129.12,117.44
"1617.00_00449",206.58,239.89,156.7,175.18,170.23,123.54,147.48,184.09,169.02,168.82,356.36,432.31
"1617.00_00450",139.23,171.86,92.53,108.2,87.95,75.2,67.95,109.28,85.74,103.07,191.09,215.05
"1617.00_00451",126.37,87.12,41.79,74.19,66.2,61.23,69.4,66.74,67.36,61.31,203.63,212.85
"1617.00_00452",41.62,42.97,22.39,49.46,34.05,31.15,39.04,32.27,48.99,34.65,72.3,73.4
"1617.00_00453",74.16,28.64,50.74,48.43,45.39,40.82,86.75,64.54,37.97,47.09,92.96,129.18
"1617.00_00454",70.37,57.29,73.13,65.95,75.66,47.27,101.21,70.41,56.34,53.31,112.15,143.86
"1617.00_00455",103.67,56.09,71.63,85.53,80.39,81.65,122.9,88.01,74.71,67.53,157.15,206.25
"1617.00_00456",194.47,162.31,168.64,189.6,174.96,143.95,192.3,187.76,134.73,123.5,346.03,333.22
"1617.00_00457",72.64,51.32,70.14,102.02,106.87,111.72,150.37,113.68,95.53,86.18,151.25,136.52
"1617.00_00458",50.7,62.06,49.25,65.95,61.47,77.35,118.56,57.94,50.22,46.2,44.27,49.91
"1617.00_00459",13.62,21.48,19.4,16.49,19.86,20.41,21.69,15.4,24.5,15.1,14.02,11.01
"1617.00_00460",62.05,108.61,50.74,91.71,70.93,73.05,47.71,63.07,68.59,47.98,69.35,78.54
"1617.00_00461",103.67,120.54,119.39,139.11,135.24,108.5,91.09,132.02,100.43,88.85,125.43,132.12
"1617.00_00462",31.78,16.71,40.29,28.85,11.35,50.49,44.82,19.07,19.6,22.21,22.13,21.29
"1617.00_00463",97.61,34.61,119.39,96.86,50.12,170.81,177.84,85.81,71.04,79.97,56.07,61.65
"1617.00_00464",87.02,66.83,125.36,144.26,119.16,134.28,172.05,137.88,133.5,131.5,114.36,118.9
"1617.00_00465",3107.77,2844.05,1856.52,2284.53,2069.25,1637.2,1779.82,2298.56,2234.04,2297.66,3146,3267.66
"1617.00_00466",186.9,214.83,179.09,184.45,181.58,162.22,176.39,189.22,166.57,185.7,281.1,297.26
"1617.00_00467",221.71,398.62,198.49,249.37,245.89,168.66,183.62,225.16,246.19,203.47,322.42,355.24
"1617.00_00468",640.92,670.73,414.88,464.74,516.37,371.7,417.85,554.47,505.84,462.91,1018.17,1087.75
"1617.00_00469",24898.45,57070.79,32845.7,40382.74,32510.26,31563.32,32419.98,34553.18,35218.02,31339.19,38393.17,36401.51
"1617.00_00470",268.63,254.21,332.8,339.02,335.73,306.17,482.91,344.71,290.28,234.56,476.62,482.22
"1617.00_00471",190.69,257.79,156.7,155.6,156.99,153.62,161.93,156.22,142.08,144.83,291.43,258.36
"1617.00_00472",898.96,1156.48,676.05,829.52,819,784.22,734.48,806.77,707.94,838.74,908.98,828.66
"1617.00_00473",125.61,82.35,64.17,108.2,69.04,70.9,80.97,77.74,75.94,72.86,129.12,123.31
"1617.00_00474",24.21,16.71,32.83,34.01,30.26,33.3,49.16,47.67,30.62,23.1,59.76,58.72
"1617.00_00475",56,41.77,41.79,73.16,47.29,56.94,67.95,49.14,48.99,34.65,63.45,63.86
"1617.00_00476",827.83,947.62,689.48,753.27,701.73,778.85,805.33,714.36,754.48,782.77,682.47,626.08
"1617.00_00477",194.47,210.05,274.6,201.97,272.37,269.64,263.14,299.97,298.85,257.67,127.64,141.66
"1617.00_00478",671.19,989.39,837.22,770.78,817.11,799.26,709.91,819.97,891.66,783.66,621.97,619.48
"1617.00_00479",490.34,392.65,395.48,410.12,407.61,426.49,386.04,446.66,420.11,461.13,450.8,489.56
"1617.00_00480",159.66,167.09,213.41,175.18,233.59,221.3,211.09,202.43,230.26,195.47,159.37,160.74
"1617.00_00481",520.61,62.06,619.34,641.98,624.18,757.36,728.7,668.88,748.36,585.52,431.62,396.35
"1617.00_00482",50.7,16.71,67.16,60.8,55.8,69.83,78.08,66.74,96.76,85.3,71.57,52.85
"1617.00_00483",24.97,31.03,76.11,84.5,69.98,98.83,93.98,71.88,51.44,60.42,46.48,31.56
"1617.00_00484",43.89,44.16,32.83,15.46,35.94,46.19,44.82,36.67,34.29,42.65,37.63,27.16
"1617.00_00485",3.78,7.16,8.95,6.18,8.51,4.3,5.78,5.87,8.57,8.89,5.16,3.67
"1617.00_00486",3856.14,9036.99,5412.85,4164.09,4934.8,5432.62,4785.72,4429.89,5059.67,4941.84,2929.09,2812.59
"1617.00_00487",1191.05,2191.22,1692.35,1351.97,1552.88,1765.04,1562.95,1394.98,1664.51,1763.67,925.21,902.79
"1617.00_00488",340.51,317.46,279.07,295.74,251.56,249.23,292.06,265.5,274.36,259.44,316.52,348.64
"1617.00_00489",62.05,51.32,58.2,77.28,52.01,51.57,57.83,59.41,52.67,67.53,78.95,84.41
"1617.00_00490",74.16,229.15,177.59,158.69,174.01,181.55,134.46,117.35,142.08,135.05,93.7,66.06
"1617.00_00491",293.6,1709.06,716.34,314.29,722.53,511.36,517.61,462.06,462.98,525.1,206.59,186.43
