"","WT1-","PZGH2-","PZGH3-","PZGH2+","PZGH3+","WT2-","WT3-","WT1+","WT2+","WT3+"
"2351_03529",545,739,875,598,590,798,571,679,766,719
"2351_03530",2820,2518,3248,2271,2029,3934,3041,3961,3522,2874
"2351_03531",2009,1839,2673,2131,2016,3107,2446,3178,2429,2001
"2351_03532",3967,3397,5008,4186,3900,5891,4615,5952,4666,3620
"2351_03533",3991,2766,3998,3283,2942,5304,3782,5492,3973,3078
"2351_03534",819,544,766,684,567,817,681,892,685,515
"2351_03535",751,599,914,717,562,849,746,964,714,550
"2351_03536",2171,1585,2160,1964,1741,2580,2052,2325,1909,1391
"2351_03537",3819,3565,5032,4471,4354,5647,4094,4737,3972,3442
"2351_03538",4612,3639,5157,4740,4420,5524,4243,5708,4630,3917
"2351_03539",526,388,580,412,380,614,462,706,663,609
"2351_03540",7,9,10,10,7,18,7,8,14,15
"2351_03541",379,258,313,283,247,437,230,295,249,246
"2351_03542",2033,1667,2161,1761,1676,2500,1792,2020,1934,1653
"2351_03543",130,60,41,48,44,91,64,25,37,19
"2351_03544",201,111,106,116,104,180,128,73,53,47
"2351_03545",69,40,31,28,50,45,31,40,18,16
"2351_03546",112,54,58,38,36,70,55,49,36,24
"2351_03547",111,67,76,46,46,81,63,60,42,34
"2351_03548",455,359,372,306,313,446,335,335,371,336
"2351_03549",3,3,2,1,1,0,1,1,1,0
"2351_03550",101,62,58,49,42,72,44,45,38,39
"2351_03551",3591,1547,1468,1314,1397,1875,1420,1596,823,866
"2351_03552",494,251,243,226,251,263,180,206,152,137
"2351_03553",205,93,85,66,62,112,81,87,69,60
"2351_03554",579,353,310,234,257,465,332,367,341,276
"2351_03555",1695,1192,1130,852,819,1437,1088,882,805,795
"2351_03556",733,535,706,471,406,964,691,1026,951,814
"2351_03557",156,79,134,105,114,225,183,125,139,85
"2351_03558",274,152,189,158,151,303,236,209,181,169
"2351_03559",198,74,99,78,57,243,218,123,75,59
"2351_03560",259,88,102,109,114,304,254,121,119,91
"2351_03561",865,341,441,452,524,1200,925,395,404,318
"2351_03562",403,111,106,124,129,445,389,93,71,58
"2351_03563",1105,791,715,486,546,897,492,581,473,503
"2351_03564",46250,49875,57537,41831,42410,59715,49009,62966,58685,54004
"2351_03565",469271,316986,271392,163182,169450,310173,283191,234866,209112,195630
"2351_03566",4184,3060,3937,2459,2296,5088,3744,7530,7126,6088
"2351_03567",650,671,893,577,493,1089,823,1394,1458,1337
"2351_03568",1137,1322,1840,1222,985,1990,1531,3185,3648,2779
"2351_03569",1717,1755,2582,1747,1447,2901,2165,4407,5147,4151
"2351_03570",1032,1101,1410,871,817,1627,1296,2503,2728,2375
"2351_03571",2273,2227,2760,1981,1561,3644,2583,4867,5425,4466
"2351_03572",1059,969,1276,801,706,1810,1150,2131,2189,1913
"2351_03573",1434,1436,2093,1544,1577,2432,1429,3154,3575,3498
"2351_03574",320,291,494,346,321,508,426,302,307,243
"2351_03575",2621,3044,4596,3863,3447,4776,3772,2945,3024,2530
"2351_03576",1969,1455,1977,1310,1144,2036,1715,2581,2082,1760
"2351_03577",234,107,122,75,73,136,91,139,111,75
"2351_03578",100,77,60,55,44,88,75,77,60,60
"2351_03579",45,24,33,18,26,35,33,31,16,19
"2351_03580",103,87,116,73,66,122,93,104,87,78
"2351_03581",726,718,989,771,751,1200,906,1063,1022,881
"2351_03582",54,40,63,30,37,73,54,71,41,33
"2351_03583",52,36,46,36,40,66,43,61,64,24
"2351_03584",986,498,546,478,449,756,558,593,432,458
"2351_03585",32,22,28,15,18,39,21,36,27,21
"2351_03586",121,68,70,61,60,126,83,95,82,77
"2351_03587",50,50,62,31,43,67,61,69,60,67
"2351_03588",13,19,19,12,13,16,13,21,15,16
"2351_03589",92,62,90,54,59,95,74,81,80,78
"2351_03590",20237,18585,28222,22666,19763,28878,25883,24276,24572,19697
"2351_03591",2598,2130,2727,2049,1961,3554,2639,2792,2552,2130
"2351_03592",1035,1562,1847,1816,1725,1793,1531,1846,1894,1508
"2351_03593",935,586,573,372,386,637,479,666,516,485
"2351_03594",1679,1993,2753,2422,2275,2611,2182,2874,3076,2826
"2351_03595",5356,3940,4064,2483,2717,5080,3647,2745,2215,2380
"2351_03596",2808,1709,1877,1276,1232,2406,1952,1798,1579,1356
"2351_03597",1075,976,1534,1129,1073,1525,1308,2319,1905,1630
"2351_03598",1784,1315,2088,1444,1287,2054,1661,3205,2662,2267
"2351_03599",493,460,585,496,434,564,564,590,551,477
"2351_03600",31635,22495,24813,16994,15545,29851,22314,27691,24619,22469
"2351_03601",15208,14150,17718,14246,13537,19253,16659,19852,17832,15034
"2351_03602",2938,3565,4108,4138,4044,4492,4353,4608,3995,3277
"2351_03603",50342,54760,57812,53271,54294,54936,49365,51185,43750,41259
"2351_03604",57170,58781,64381,57527,62097,60726,54349,57984,48715,46912
"2351_03605",118311,106474,120239,103836,112350,135744,99352,112047,92616,94619
"2351_03606",74343,78384,94317,89444,92037,102444,87592,89733,80939,73796
"2351_03607",1023,814,785,567,620,1211,781,759,1082,1111
"2351_03608",118,103,81,67,71,99,87,77,72,90
"2351_03609",59,73,61,52,48,78,90,58,51,52
"2351_03610",1227,1206,1269,866,967,1482,1376,965,709,667
"2351_03611",1934,1561,2048,1476,1259,2551,1795,2592,2818,2107
"2351_03612",6265,3960,5402,3538,3265,7321,4101,6560,6022,5329
"2351_03613",11019,7853,9498,6526,6185,10778,8619,11032,10125,8891
"2351_03614",4110,3481,4200,3215,3121,4684,3445,5667,6066,5825
"2351_03615",2934,2587,3214,2572,2641,3359,3042,2894,2203,1949
"2351_03616",183,175,149,146,155,229,175,203,177,171
"2351_03617",3880,3297,4075,3971,4050,3640,2870,3912,3935,3334
"2351_03618",515,333,308,221,236,385,295,264,301,264
"2351_03619",443,312,382,237,246,389,271,319,285,268
"2351_03620",13421,11469,17001,10914,9198,19603,14725,21751,21202,17065
"2351_03621",415,334,464,366,326,503,409,463,415,417
"2351_03622",202,171,200,167,198,241,160,218,208,157
"2351_03623",2,0,1,2,1,0,0,4,3,2
"2351_03624",0,3,3,3,1,0,0,3,0,2
"2351_03625",98,48,56,36,32,73,40,49,40,40
"2351_03626",7,6,9,3,7,6,2,12,6,7
"2351_03627",1966,779,769,572,578,1134,717,706,559,534
"2351_03628",4,5,8,5,5,3,2,5,4,0
"2351_03629",190,81,166,130,113,167,149,493,216,194
"2351_03630",270,158,264,205,193,276,218,388,315,269
"2351_03631",391,279,374,311,250,423,316,508,456,412
"2351_03632",113,96,139,107,81,161,142,206,180,150
"2351_03633",39,14,20,12,18,28,23,15,17,26
"2351_03634",206,149,168,104,103,208,155,163,122,97
"2351_03635",202,106,101,73,78,132,91,92,60,51
"2351_03636",10,2,15,5,9,8,11,8,5,9
"2351_03637",6,3,3,0,1,8,1,4,7,2
"2351_03638",80,39,42,21,39,46,38,77,60,64
"2351_03639",3,1,0,2,2,4,1,1,4,7
"2351_03640",3,2,4,1,2,7,3,6,3,7
"2351_03641",3,1,0,1,2,6,5,4,4,4
"2351_03642",21,15,13,16,6,19,12,11,3,6
"2351_03643",185,106,109,82,90,162,98,129,95,94
"2351_03644",58,59,52,45,42,68,41,48,47,27
"2351_03645",12,14,13,13,15,29,23,34,26,11
"2351_03646",41,17,19,20,11,24,20,21,27,29
"2351_03647",8,15,12,8,9,21,4,9,10,7
"2351_03648",4,2,0,2,3,4,5,3,10,5
"2351_03649",5,6,11,4,5,13,16,15,8,5
"2351_03650",13,5,10,8,6,2,5,12,5,5
"2351_03651",8,8,7,4,3,13,15,13,6,10
"2351_03652",22,16,26,22,8,17,30,26,20,17
"2351_03653",75,58,58,47,28,86,53,80,60,51
"2351_03654",26,9,16,10,5,13,10,12,3,7
"2351_03655",36,28,32,24,14,39,35,16,9,10
"2351_03656",449,414,411,319,297,407,318,346,329,252
"2351_03657",929,679,980,696,629,1078,834,968,1024,814
"2351_03658",1564,1432,2591,2218,1851,1827,1920,4398,4199,2990
"2351_03659",4435,4015,6231,5567,4699,5976,5446,13949,13927,11184
"2351_03660",655,538,975,827,739,1182,852,2435,2182,1835
"2351_03661",1187,1068,1447,1290,1021,1550,1355,3621,3531,2967
"2351_03662",359,422,619,665,466,497,473,2162,2335,1877
"2351_03663",1052,1217,1689,1734,1347,1589,1361,5694,6120,5188
"2351_03664",1003,952,1342,1473,1247,1335,1125,1620,1214,1115
"2351_03665",90,92,92,71,70,97,92,94,76,84
"2351_03666",87,51,54,43,50,86,55,70,51,47
"2351_03667",33,17,27,18,23,26,31,32,20,14
"2351_03668",42,35,40,24,24,47,28,22,25,30
"2351_03669",256,192,203,140,141,250,190,268,218,231
"2351_03670",708,446,524,323,277,613,497,785,670,567
"2351_03671",345,193,222,126,137,261,189,287,251,233
"2351_03672",160,81,87,59,56,140,92,96,82,75
"2351_03673",119,72,75,49,55,111,87,62,54,36
"2351_03674",53,39,39,33,36,64,40,57,46,34
"2351_03675",24,18,20,18,20,40,37,18,27,20
"2351_03676",42,32,43,36,26,49,42,47,28,21
"2351_03677",73,36,38,16,25,40,42,29,30,27
"2351_03678",129,100,121,70,60,126,103,113,78,65
"2351_03679",2957,2887,3900,2967,2867,4249,3592,4057,4271,3558
"2351_03680",2082,1807,2539,1768,1547,2725,2385,2945,2917,2239
"2351_03681",39219,30992,30559,29591,29572,30667,25963,31808,27650,30120
"2351_03682",63653,36924,37145,34235,35513,47739,32516,44694,36537,39851
"2351_03683",33250,30082,32118,29175,29480,31384,26545,35176,27382,28078
"2351_03684",43675,43943,45676,42191,44881,48375,37328,35503,33134,34484
"2351_03685",265,246,255,250,215,267,216,204,249,191
"2351_03686",55,66,98,66,69,96,75,119,133,102
"2351_03687",116,80,143,88,87,121,99,179,148,153
"2351_03688",27,17,36,34,20,30,21,47,26,21
"2351_03689",28,20,51,57,41,35,12,82,67,90
"2351_03690",35,17,30,18,22,37,25,34,20,17
"2351_03691",28,30,36,36,27,38,33,44,46,41
"2351_03692",12,14,20,18,13,21,20,26,34,22
"2351_03693",2,9,5,5,9,3,5,14,7,0
"2351_03694",16,16,19,22,17,27,19,30,26,17
"2351_03695",28,14,23,16,21,33,32,36,35,31
"2351_03696",8,3,4,6,7,6,5,9,6,3
"2351_03697",25,29,29,18,22,36,28,23,24,22
"2351_03698",72,73,60,40,59,74,59,68,55,74
"2351_03699",41,32,41,29,34,35,36,45,28,44
"2351_03700",4,7,6,3,4,16,8,13,9,5
"2351_03701",23,19,12,15,9,23,10,13,8,9
"2351_03702",117,54,70,43,58,101,66,92,81,74
"2351_03703",2,5,2,1,3,8,4,4,3,3
"2351_03704",5,5,4,3,8,8,9,6,7,8
"2351_03705",942,1014,1388,1072,987,1546,1386,1498,1413,1158
"2351_03706",2745,2502,3341,2974,2871,3597,2686,3574,3243,2796
"2351_03707",1314,1329,1654,1500,1411,1924,1597,2101,1739,1469
"2351_03708",2001,2345,2996,2519,2325,2795,2476,2753,2355,2202
"2351_03709",3220,2629,2841,2069,1767,3983,3153,3590,3817,3049
"2351_03710",472,325,528,426,320,584,432,699,650,561
"2351_03711",337,415,503,465,456,487,499,463,443,362
"2351_03712",163,98,118,87,91,188,111,156,124,114
"2351_03713",199,112,136,108,97,157,111,123,87,97
"2351_03714",90,76,70,58,60,65,56,66,64,52
"2351_03715",48,32,68,47,46,51,42,97,50,53
"2351_03716",194,160,213,158,128,241,200,260,205,206
"2351_03717",508,425,480,334,292,574,440,594,492,367
"2351_03718",436,307,378,265,295,482,376,467,406,358
"2351_03719",182,134,190,130,97,201,171,230,223,176
"2351_03720",259,211,248,216,178,320,269,315,266,240
"2351_03721",848,780,1009,718,699,1054,847,1058,1066,868
"2351_03722",9958,4219,3821,1920,1866,6895,4373,4815,3601,2921
"2351_03723",2248,1075,1072,685,738,1814,1107,1177,981,838
"2351_03724",1202,718,773,541,520,1150,747,810,717,609
"2351_03725",1639,1896,2661,2501,2359,2634,2507,3161,3019,2461
"2351_03726",244,121,114,67,71,169,109,66,53,46
"2351_03727",3707,3047,4188,2294,2172,5037,3908,4508,4372,3683
"2351_03728",2327,2126,2398,1856,2005,2391,1986,1996,1809,1786
"2351_03729",193,71,83,60,52,103,98,106,64,43
"2351_03730",112,60,83,59,58,84,72,106,79,75
"2351_03731",8287,6594,8442,8230,8192,10161,7902,11189,9963,8129
"2351_03732",3646,3229,3973,3988,3656,4749,3611,5140,4701,3902
"2351_03733",5946,4652,5811,5549,5790,6003,4667,5951,5474,4715
"2351_03734",6129,6473,7645,8562,8893,7384,5844,8294,7579,6998
"2351_03735",7396,5406,5734,6148,6544,6520,4506,6234,5618,5385
"2351_03736",20432,13621,13459,13025,14237,16822,11646,14783,12404,12282
"2351_03737",20179,17461,17172,15784,16522,17992,14380,14219,11978,12258
"2351_03738",15228,13037,13534,11914,12332,13607,11288,11986,9998,10046
"2351_03739",11162,9350,8926,8013,8084,9352,7174,8071,6633,6685
"2351_03740",46418,37543,36635,34303,34942,39258,32833,36143,27957,25919
"2351_03741",13954,10904,10314,9137,9558,11786,9073,7732,6385,6389
"2351_03742",20739,20785,20889,18052,18544,18766,16862,17460,14069,14787
"2351_03743",1837,1903,2742,2538,1994,2504,2516,3653,3046,2539
"2351_03744",1545,1551,2571,2630,2016,2239,2254,3390,3377,2781
"2351_03745",1330,1501,2099,2189,2056,1924,1791,2337,2382,2128
"2351_03746",8523,6987,9433,9172,9032,10126,7989,8671,8490,7786
"2351_03747",8710,7935,9423,9250,9308,9793,8463,8906,8275,7468
"2351_03748",20500,19355,22793,22234,22297,24156,20405,22535,20716,18584
"2351_03749",3974,3850,4571,4772,4512,4874,4568,4652,4435,3695
"2351_03750",2331,2179,2574,2428,2455,2866,2456,2750,2641,2141
"2351_03751",770,738,1010,769,827,1077,876,968,878,806
"2351_03752",573,496,712,653,612,913,721,740,640,557
"2351_03753",398,358,548,501,435,614,532,609,556,458
"2351_03754",312,327,452,450,366,456,442,496,476,399
"2351_03755",592,538,742,716,641,881,767,900,883,690
"2351_03756",365,391,479,493,389,564,449,575,512,433
"2351_03757",564,562,731,643,551,767,667,789,719,571
"2351_03758",718,716,950,824,824,984,898,932,833,649
"2351_03759",2853,2156,2927,2203,2054,3522,2586,3674,3253,2795
"2351_03760",914,675,952,659,629,1194,865,1555,1619,1263
"2351_03761",17874,17469,20313,16218,15853,18932,17020,12060,9558,8168
"2351_03762",919,578,920,904,899,923,636,1130,1137,1014
"2351_03763",859,386,444,434,489,679,365,567,483,465
"2351_03764",2332,2548,3050,2683,2634,3392,2808,3690,3249,2837
"2351_03765",188,185,309,245,252,276,204,298,322,306
"2351_03766",2103,1141,1520,1003,1044,2248,1264,2017,2021,1799
"2351_03767",2475,1687,1994,1437,1348,2495,1815,2303,2174,1970
"2351_03768",13872,9302,9868,7894,8186,12405,9097,9132,7622,7271
"2351_03769",292,258,380,349,289,420,311,454,436,362
"2351_03770",199,162,276,219,224,282,227,349,379,319
"2351_03771",416,411,598,534,411,667,542,747,736,677
"2351_03772",4348,2941,3543,2309,2124,4323,3258,4490,4231,3653
"2351_03773",3654,3651,3660,3608,3764,3944,3101,2750,2301,2111
"2351_03774",445,411,517,359,357,562,397,478,401,388
"2351_03775",669,493,539,418,472,657,439,604,528,604
"2351_03777",682,511,727,542,487,705,519,1040,952,806
"2351_03779",9810,7644,7130,6327,6507,8216,6296,5841,4652,4895
"2351_03780",2690,2461,3212,2640,2409,3645,2923,3933,3565,2987
"2351_03781",2479,2265,2775,2249,2059,2772,2420,3470,2884,2509
"2351_03782",376,231,244,148,173,301,192,167,153,137
"2351_03783",1686,1534,1942,1532,1473,2203,1541,1954,1936,1740
"2351_03784",327,264,352,276,261,387,273,340,263,243
"2351_03785",3120,2423,3118,2028,1728,4198,3239,4106,3644,2713
"2351_03786",806,679,835,732,751,994,869,990,780,693
"2351_03787",653,546,668,605,541,685,612,717,628,533
"2351_03788",439,423,563,575,477,516,517,586,538,400
"2351_03789",1375,1310,1476,1693,1649,1438,1223,1605,1246,1109
"2351_03790",3238,2697,2489,1837,1808,2532,2420,2940,2365,2777
"2351_03791",994,956,1178,996,953,1320,1223,1329,1309,1103
"2351_03792",1108,1054,1284,1099,989,1367,1186,1411,1292,1144
"2351_03793",2015,1532,1761,1834,1598,2322,1878,1699,1484,1163
"2351_03794",947,775,906,863,767,1086,1005,883,780,627
"2351_03795",2407,1609,2051,1684,1526,2758,2091,2293,1702,1533
"2351_03796",6287,4359,5098,3198,3050,6633,5455,5669,4524,3620
"2351_03797",60179,44903,54406,38986,39137,60173,44148,69512,59991,54792
"2351_03798",2539,3532,5075,3849,3839,4124,3804,5367,5467,5259
"2351_03799",20395,11065,11720,7029,6530,19865,10193,21372,20651,18662
"2351_03800",697,608,715,536,498,901,701,1027,981,849
"2351_03801",1884,1145,1305,868,819,1652,1190,1463,1324,1199
"2351_03802",754,548,713,526,508,864,673,726,671,536
"2351_03810",17932,19384,21738,19118,18986,21243,17802,18409,17037,15153
"2351_03811",47598,44976,48827,39658,41275,49233,41164,38802,33663,30812
"2351_03812",31661,31787,38008,30603,33107,38447,31856,31121,28293,26021
"2351_03813",4106,4629,6252,5065,4885,6006,4827,5411,5154,4723
"2351_03814",1765,2156,2881,2355,2342,2847,2431,2244,2143,1897
"2351_03815",3762,5507,7291,5844,5791,6287,5684,5406,5039,4640
"2351_03816",7653,7612,8807,6664,7082,9082,7044,6583,6157,5837
"2351_03817",2762,2316,3454,2429,2207,3284,3107,3674,3105,2350
"2351_03818",1830,1205,1794,1260,1268,1886,1731,1998,1583,1257
"2351_03819",17028,12416,20658,14329,13951,19889,19813,22973,19199,14655
"2351_03820",22097,16643,27363,19527,18181,25880,25614,30746,26437,20536
"2351_03821",661,493,633,460,484,788,617,672,604,521
"2351_03822",24,31,17,19,22,31,17,24,27,30
"2351_03823",1023,814,897,634,601,970,710,852,734,740
"2351_03824",15538,15428,18435,22666,20604,19691,18833,28800,25616,21614
"2351_03825",16428,16581,21115,26781,23868,23125,21545,34696,31338,26416
"2351_03826",10214,10781,13014,17009,14307,14746,14415,22430,21651,17239
"2351_03827",25664,30120,38953,49729,43624,37980,35218,62456,59734,51034
"2351_03828",4834,5948,7767,9998,8646,7573,6956,11250,10256,8887
"2351_03829",10711,13789,18186,23324,19295,16947,17011,25131,23914,20622
"2351_03830",2944,4413,5981,6866,5896,4604,4865,7433,7026,6152
"2351_03831",7835,12298,15292,18046,16743,12397,12316,18751,17563,17138
"2351_03832",1554,2007,2318,2387,2368,2014,1470,3487,3776,3744
"2351_03833",33590,37330,42638,46796,46959,38478,34653,62233,57933,53378
"2351_03834",46,44,55,34,43,54,38,42,40,36
"2351_03835",31,17,22,24,31,48,25,22,18,34
"2351_03836",15,5,13,12,12,8,14,18,22,15
"2351_03837",409,210,183,140,145,281,199,205,148,146
"2351_03838",374,198,186,175,143,187,166,100,75,91
"2351_03839",195,186,247,165,151,247,227,260,284,228
"2351_03840",605,544,698,503,438,811,629,758,854,662
"2351_03841",864,814,1355,1002,769,1369,1201,1701,1835,1414
"2351_03842",559,486,876,649,480,902,705,1172,1196,908
"2351_03843",1260,1114,1703,1161,965,1829,1379,1957,2057,1579
"2351_03844",178,185,212,193,178,251,210,294,215,213
"2351_03845",720,752,1079,811,692,1257,1042,1339,1405,1127
"2351_03846",656,542,829,511,468,957,654,1028,971,874
"2351_03847",5327,6866,9110,8679,8557,8350,7633,8848,8409,7700
"2351_03848",4774,5444,7501,5501,5447,7587,6479,7388,6304,5635
"2351_03849",713,777,1010,928,846,962,856,1234,1198,993
"2351_03850",1316,945,1161,839,881,1375,947,1675,1467,1276
"2351_03851",8367,6816,6422,4024,3769,6722,5731,8860,8102,7854
"2351_03852",1066,1568,1758,1296,1405,1668,1551,921,716,665
"2351_03853",28562,23316,24503,18366,17273,33540,25324,31452,34921,30323
"2351_03854",409,387,545,463,440,500,443,429,439,417
"2351_03855",172709,112222,124829,63581,61227,195548,128793,147006,167185,135285
"2351_03856",13322,9391,11780,9342,9284,12504,10082,10490,8653,7548
"2351_03857",1120,1087,1471,1262,1188,1420,1301,1370,1233,970
"2351_03858",1190,1147,1453,1092,917,1497,1335,1310,1065,825
"2351_03859",765,480,659,395,320,782,556,874,788,687
"2351_03860",308,420,475,540,421,485,446,455,431,405
"2351_03861",490,245,274,150,148,428,234,909,836,720
"2351_03862",4161,3475,4399,3332,3032,5341,5126,4865,4420,3490
"2351_03863",415,464,549,442,406,622,572,771,713,608
"2351_03864",712,411,491,373,357,802,513,727,611,533
"2351_03865",524,485,546,387,378,734,475,761,896,758
"2351_03866",546,476,745,647,547,817,692,991,944,784
"2351_03867",899,707,866,783,726,1091,789,1420,1308,1006
"2351_03868",450,706,899,1030,973,900,806,1168,1116,949
"2351_03869",215,205,346,310,312,344,266,330,285,268
"2351_03870",476,1098,1222,1318,1243,1060,1063,1262,1225,1056
"2351_03871",418,282,383,243,201,465,329,377,390,322
"2351_03872",465,349,563,384,260,574,469,712,648,576
"2351_03873",546,463,713,430,371,721,626,898,824,627
"2351_03874",388,256,362,244,217,434,366,384,379,296
"2351_03875",677,435,518,380,305,686,545,574,530,421
"2351_03876",9274,5559,6176,4778,4537,7678,5709,7263,5267,4605
"2351_03877",646,483,803,432,317,904,661,1041,913,743
"2351_03878",523,481,713,404,373,744,581,942,861,779
"2351_03879",698,419,539,348,293,744,541,752,621,502
"2351_03880",382,234,247,164,163,289,213,185,156,138
"2351_03881",5272,3972,4103,3139,2817,5434,4419,5467,5106,4219
"2351_03882",351,173,214,180,218,370,272,698,571,484
"2351_03883",227,130,152,139,118,238,179,528,421,297
"2351_03884",662,365,447,371,377,653,590,1562,1196,984
"2351_03885",869,433,480,379,405,757,615,1605,1269,1052
"2351_03886",2713,3286,3556,3348,3195,3184,2545,5735,5204,4612
"2351_03887",1246,1578,1999,2501,2509,1671,1399,2386,2479,2012
"2351_03888",3192,2714,3856,2660,2258,4538,3203,5567,5466,4653
"2351_03889",36,13,29,26,27,36,33,40,28,21
"2351_03890",13,16,21,23,19,27,20,20,26,14
"2351_03891",17,21,18,21,18,24,19,23,24,18
"2351_03892",33,21,31,38,25,38,49,44,33,25
"2351_03893",46,48,57,46,51,64,54,49,63,38
"2351_03894",4234,3050,3284,2347,2217,3851,2985,4073,3896,3251
"2351_03895",3450,2610,2533,1902,1917,2968,2157,2413,2469,2518
"2351_03896",264,148,136,91,84,194,129,141,111,98
"2351_03897",507,363,438,298,333,543,346,440,449,370
"2351_03898",43,47,53,44,44,58,51,57,45,21
"2351_03899",356,314,296,191,236,342,300,296,278,248
"2351_03900",470,312,321,231,257,422,294,314,266,244
"2351_03901",744,524,594,512,533,664,577,535,500,443
"2351_03902",438,481,422,498,578,524,480,635,492,423
"2351_03903",1294,1168,1031,1218,1367,1542,1435,1992,1388,1128
"2351_03904",494,489,411,534,608,620,610,911,677,511
"2351_03905",314,269,247,323,367,414,370,498,369,286
"2351_03906",498,420,399,471,532,637,603,838,630,526
"2351_03907",187,136,124,164,194,212,174,327,201,181
"2351_03908",536,444,389,530,594,708,656,959,745,610
"2351_03909",774,612,547,569,672,820,736,1013,766,560
"2351_03910",1530,1502,1237,1421,1763,2067,1735,2456,1693,1425
"2351_03911",622,517,451,508,615,720,567,954,636,515
"2351_03912",258,313,292,284,365,297,428,435,357,290
"2351_03913",250,264,273,302,348,348,370,464,332,282
"2351_03914",163,190,165,154,190,195,184,240,163,159
"2351_03915",216,270,263,271,342,277,299,338,231,231
"2351_03916",836,495,483,378,413,596,499,395,342,367
"2351_03917",921,401,390,282,296,736,335,410,334,330
"2351_03918",14916,6707,6964,4330,4339,13684,6267,12866,10224,9528
"2351_03919",2358,1912,2649,1661,1414,2993,2197,3968,4014,3350
"2351_03920",3195,2781,3595,2513,2264,3922,3108,3922,3865,3383
"2351_03921",1507,820,1423,929,797,1504,1038,2263,2156,2023
"2351_03922",508,440,697,521,416,720,521,951,1016,843
"2351_03923",332,218,352,276,211,255,230,574,399,377
"2351_03924",202,221,283,271,244,291,250,328,302,261
"2351_03925",1542,1794,2269,2112,1986,2407,2001,2530,2521,2237
"2351_03926",554,575,777,599,506,821,673,1022,1078,932
"2351_03927",162,120,153,62,65,259,153,392,453,348
"2351_03928",1544,925,939,592,585,986,741,790,601,609
"2351_03929",11822,8587,10751,6030,6031,13115,9958,15048,12749,10434
"2351_03930",3651,3554,3707,3302,3508,4060,3231,3445,3208,3552
"2351_03931",1469,1214,1324,1138,1157,1601,1193,1308,1191,1264
"2351_03932",2093,251,274,214,223,2247,1486,344,256,302
"2351_03933",712,419,543,378,314,1303,1044,805,705,629
"2351_03934",261,167,221,165,124,344,341,263,237,212
"2351_03935",490,697,720,1162,1274,942,614,958,1367,1874
"2351_03936",1387,6520,6659,4093,4237,8460,5780,850,5358,5166
"2351_03937",271,228,217,144,201,167,165,215,137,147
"2351_03938",14428,12014,11944,12443,12552,9935,7895,10218,8087,8093
"2351_03940",530,535,574,584,648,555,436,478,378,312
"2351_03941",29,20,22,18,18,16,16,21,24,22
"2351_03942",33,17,25,18,12,31,22,27,35,20
"2351_03943",6,11,8,10,7,12,5,12,5,8
"2351_03944",76,90,90,57,71,116,88,85,66,76
"2351_03945",858,587,1009,759,662,1163,719,1421,1229,1129
"2351_03946",459,333,341,254,215,463,284,267,239,263
"2351_03947",29,14,19,8,8,25,10,17,16,18
"2351_03948",512,331,397,229,224,471,365,425,397,374
"2351_03949",21670,21132,23075,19630,21412,23956,18926,19264,15570,15856
"2351_03950",504,617,710,714,540,676,659,855,792,713
"2351_03951",3349,3466,4394,3960,3873,4815,4224,4619,3994,3600
"2351_03952",2596,2010,2576,2165,1974,3245,2358,2852,2335,2154
"2351_03953",2269,2559,3451,2988,2646,4142,3130,4306,7230,6170
"2351_03954",6986,8018,11384,9353,8496,12360,10534,12681,21104,17997
"2351_03955",1045,1097,1299,1179,1085,1378,1251,1360,1259,1086
"2351_03956",7075,4929,5821,4378,4233,7091,5423,6820,5337,5085
"2351_03957",12983,8080,7667,6087,6321,9795,6868,7315,5671,5919
"2351_03958",4172,2161,2197,2473,2635,4182,3549,7748,6481,4308
"2351_03959",12020,6473,6053,6081,6925,12299,10272,19537,14856,10556
"2351_03960",1623,1441,1456,1325,1318,2051,1729,2347,1860,1492
"2351_03961",1419,1124,1328,1009,970,1615,1341,1921,1640,1327
"2351_03962",7211,4738,4889,2658,2883,6450,4827,5088,5105,4291
"2351_03963",2527,1721,1958,1099,1097,2770,1842,2127,2199,1829
"2351_03964",653,469,637,431,458,670,530,611,479,428
"2351_03965",1323,1142,1234,900,988,1589,1038,1267,1145,960
"2351_03966",26244,21707,23867,16932,15855,26648,21895,23062,19910,16904
"2351_03967",296,259,247,243,280,320,233,241,203,217
"2351_03968",281,299,348,409,378,420,281,307,333,288
"2351_03969",11671,10980,14670,11246,10825,16383,13892,15881,15152,12605
"2351_03970",4282,3315,4584,3676,3468,5235,3909,4934,4493,3958
"2351_03971",14391,13041,14144,13205,13573,14547,11542,16342,14439,14507
"2351_03972",5852,4888,6153,5007,4979,6741,5657,6943,5839,5130
"2351_03973",3337,3128,4090,3567,3453,4561,4141,5284,4502,3792
"2351_03974",677,553,770,638,525,950,764,1103,982,810
"2351_03975",148,92,113,90,95,137,62,146,107,95
"2351_03976",22442,19265,23337,18677,17005,27991,21588,33230,26497,22161
"2351_03977",308,254,292,222,213,358,276,411,363,275
"2351_03978",628,431,468,465,427,490,457,610,425,414
"2351_03979",164,123,118,117,139,147,142,131,105,87
"2351_03980",14,17,26,22,19,31,23,39,22,19
"2351_03981",28,23,37,31,24,39,30,38,51,21
"2351_03982",63,40,61,37,46,64,55,81,61,53
"2351_03983",37,23,39,16,22,25,20,30,26,22
"2351_03984",27,16,25,23,20,28,26,30,37,32
